,,,,,mean_pi_width,mean_pi_width,mean_coverage_eps,mean_coverage_eps,winkler_score_norm,winkler_score_norm
,,,,,mean,std,mean,std,mean,std
dataset,ts_instance,fc_model,uc_model,alpha,,,,,,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,0.24301307942092853,,0.02682481751824814,,0.3362517221988461,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,0.6943736764853888,,-0.035766423357664265,,0.8026677763382417,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,0.2957005089651929,,-0.045072992700729925,,0.46207909101443,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.18846969888375623,,-0.04890510948905105,,0.33093466113025205,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,0.6032918651753678,,-0.09993917274939172,,0.855384114206176,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,0.3379409951486437,,-0.1293187347931873,,0.4624342345992339,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,0.24980904723896016,,-0.14957420924574208,,0.3401339203285923,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,0.8725865899138787,,-0.003223844282238472,,0.7694121913538584,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,0.3785003799845412,,0.004197080291970773,,0.4554719789730614,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,0.2362360290077191,,0.01344282238442826,,0.3289328595114092,
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,0.5534982229345036,0.04799064745140503,-0.0036800486618004807,0.006520632088761583,0.4377553582938111,0.025071135556966082
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.33016197392467744,0.033601023946362364,-0.010325425790754239,0.011933553697276483,0.29983142424228093,0.00944685087142769
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.252886617107548,0.007544727001638271,-0.008607055961070559,0.013458959902019231,0.2422813458808351,0.006596270416779962
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,1.033664502316764,0.007211695168533296,0.012591240875912416,0.000657009397648839,0.803784065084235,0.006640177693296238
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,0.4665764613244728,0.002229719989939734,0.024878345498783483,0.0024457295380808665,0.4656902032745991,0.0038659745380719324
hydro-531_basin_list.txt,06803530_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,0.3046329862182085,0.004076504053579815,0.03868613138686128,0.0010238751965087165,0.33351124254560827,0.002611132316095286
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,2.193540142708596,,0.012895377128953792,,1.2972561116183037,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,0.9015094346011062,,0.02822384428223848,,0.7641008780609789,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,0.5230347558203405,,0.04233576642335765,,0.5460239639536901,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,1.283714871536351,,-0.03394160583941601,,1.1554179515232448,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,0.6181985485909048,,-0.04598540145985405,,0.7049606030430461,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.3496200476032104,,-0.04434306569343063,,0.5144427532809035,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,1.8657731571916827,,-0.06861313868613143,,1.25929380704591,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,0.8880765297407072,,-0.0922141119221411,,0.7625739364413184,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,0.37245877252080434,,-0.12463503649635035,,0.5601500671643753,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,1.59858234241206,,-0.002311435523114344,,1.152572190869994,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,0.6917593006923831,,-0.0015815085158150388,,0.7074224015539501,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,0.40512639505294695,,0.002189781021897791,,0.5135208768166778,
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,0.9913337220349451,0.053970651716107494,-0.007557785888077859,0.006655767867042638,0.6326967781335127,0.023209693843523487
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.5791299741107907,0.03207037647032036,-0.015419708029197066,0.0031263471097139686,0.4748915533559329,0.017701919795814924
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.3977875585901186,0.04342482670465899,-0.022825425790754278,0.008639379151059548,0.37172592965287776,0.003607190646980648
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,1.9624694002216678,0.008734315157831364,0.020954987834549924,0.00030413625304137604,1.0927256181640121,0.009157036687536832
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,0.9121861477493515,0.007126791637574771,0.04259428223844283,0.0016354689583233494,0.6389834849650229,0.004496025790495299
hydro-531_basin_list.txt,06814000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,0.5613268484744423,0.003950584396233951,0.059139294403892956,0.001322788762236407,0.4645989131794392,0.001799197155957543
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,0.13970172746048065,,0.03600973236009737,,0.04923217004015498,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,0.06980660307581407,,0.051034063260340684,,0.029001689386846375,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,0.05675752446454227,,0.04568126520681268,,0.023541164622979734,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,0.04837491220076299,,-0.026642335766423317,,0.03573888360801404,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,0.031509688590854915,,-0.03442822384428221,,0.022595234111023935,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.02472939452840754,,-0.03886861313868609,,0.017317065721361113,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,0.07013873692484088,,-0.029683698296836966,,0.03908747019486416,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,0.05894412406677167,,-0.05450121654501214,,0.02922524317845231,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,0.045875757624488096,,-0.056204379562043855,,0.02264886143385446,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,0.08075182440797198,,-0.001703163017031592,,0.0402772350649184,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,0.060412601434111306,,0.0023722627737226276,,0.02818792152905116,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,0.052999434408045165,,-0.0032846715328467557,,0.02333150291626568,
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,0.07477547503880921,0.02219966278832297,0.015556569343065693,0.00662791448785368,0.035663125406579094,0.004348744731596333
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.04580982306795399,0.013728780524818083,0.028604014598540173,0.022454477947139242,0.02256916875219077,0.0017871525974911696
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.03155946146941533,0.0034911498242123523,0.028041362530413616,0.01873341069882544,0.01680095153479306,0.0002060640177475402
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,0.10649088902031853,0.0011394823925174405,0.0367700729927007,0.0001755931475637626,0.0389138607188171,0.00020028689155753698
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,0.06126062969004151,0.0007227075374557658,0.07027068126520683,0.00015206812652068802,0.023629377538297518,0.00018932335072564322
hydro-531_basin_list.txt,06847900_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,0.041957173940619125,0.00019746875075992766,0.09426703163017028,0.0002911882931132545,0.017555543936831335,7.42264056339858e-05
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,0.5722416412910115,,0.00924574209245739,,0.40996222672338195,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,0.31756694074674824,,0.03339416058394165,,0.24759024524026824,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,0.2237921290081493,,0.06180048661800483,,0.18027522059634107,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,0.3064054870692483,,-0.042457420924574205,,0.38757669769676173,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,0.1537602747588842,,-0.06666666666666662,,0.2291651588551351,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.1003652671284049,,-0.0784063260340633,,0.16413442413315074,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,0.3896262202674745,,-0.11088807785888082,,0.44360359198438715,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,0.1562947981657773,,-0.15273722627737227,,0.24368967158394728,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,0.10848060647284027,,-0.16903892944038926,,0.17081001098324383,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,0.44970734997532374,,0.004683698296836972,,0.3787672949474477,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,0.2299446578334718,,-0.0012773722627736628,,0.22888777467819868,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,0.15935533151139308,,-0.010888077858880824,,0.16954911926165314,
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,0.40929363885500136,0.026195518785030698,-0.009914841849148412,0.004072852681792493,0.28234873812375455,0.00849286371136845
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.23765209704691911,0.022392295813257503,-0.01906934306569344,0.01971732005928315,0.18606147175760138,0.004572704967742267
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.16995355651834004,0.01057784413134373,-0.05065389294403891,0.013577279571652529,0.142511659773781,0.0039164076665721675
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,0.5355342087174999,0.00944878468102224,0.009397810218978134,0.0021433875214786928,0.38577255966604085,0.006807630281334085
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,0.28856481089644187,0.0037867865090175593,0.005641727493917281,0.0046812948721223725,0.24144160108575077,0.003153762317233525
hydro-531_basin_list.txt,06853800_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,0.2199223712721155,0.0012235191518688124,-0.07848236009732362,0.008491794270418471,0.18347963065589534,0.0024018667884483616
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,1.1922884858655234,,0.029927007299270073,,0.5625479212937166,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,0.46019596833092163,,0.039781021897810215,,0.3148662196030419,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,0.27232097315889786,,0.048114355231143574,,0.22592244976175996,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,0.41567341212881165,,-0.04671532846715325,,0.47645954255591355,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,0.2054485994461389,,-0.06119221411192219,,0.27676804341719125,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.1352927694754299,,-0.07597323600973241,,0.19953834141662385,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,0.701107761267473,,-0.14799270072992704,,0.5862019220282454,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,0.30599238185116845,,-0.17341849148418495,,0.32309823883494865,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,0.20149093148482106,,-0.17603406326034068,,0.23549761296926325,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,0.5723405682873842,,-0.003223844282238472,,0.4647818826651087,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,0.30476162542754426,,-0.002798053527980543,,0.28135070337295315,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,0.2179590690056193,,-0.011496350364963465,,0.20912747480453348,
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,0.6022421713066435,0.09504860981699266,0.008637469586374694,0.0050220868112331165,0.31497956631874263,0.03240207177697335
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.330866651872395,0.03074316625628909,0.022445255474452558,0.009039210513040827,0.20901558459746322,0.010276470719898517
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.2114118822825361,0.013587561233809432,0.03891423357664234,0.010069849836461893,0.17267237692609294,0.005370792059301116
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,0.9520395738038703,0.007817584961182471,0.03464111922141118,0.00039263821433572474,0.3483944781393112,0.003872263379698465
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,0.4382861657000154,0.004452535390313175,0.058941605839416045,0.00345878388265043,0.19997954356864803,0.0042003886075947265
hydro-531_basin_list.txt,06876700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,0.2717537483440626,0.0033624305792583657,0.06643856447688562,0.0027017960201209455,0.150290389423394,0.000768090489043017
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,1.4754011867581494,,0.026581508515815047,,0.6663062169779247,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,0.5768458915742934,,0.041909975669099736,,0.3758359396056719,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,0.34252977106547994,,0.06301703163017033,,0.26847591237900065,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,0.5684127243113344,,-0.03607055961070564,,0.5947451655761596,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,0.23869943455623013,,-0.03959854014598538,,0.3356521954709891,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.14890507686602228,,-0.0519464720194647,,0.2401750532458965,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,0.9770756927466161,,-0.06952554744525545,,0.6690291314757029,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,0.35723014333604897,,-0.094647201946472,,0.37391690816110656,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,0.15269640769691653,,-0.18150851581508512,,0.2739966523634402,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,0.7039379638295684,,0.0019464720194646984,,0.5743790383154975,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,0.319406244586564,,0.005413625304136277,,0.33865158724966954,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,0.21006762084082095,,0.014355231143552277,,0.24708149617820446,
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,0.7531124766499094,0.07088382003481954,0.00536800486618004,0.004113342098270117,0.38363264519052803,0.01593468911478674
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.41137212212140833,0.0326485439900171,9.124087591241836e-05,0.0040462696762926026,0.249549330365564,0.005556712196163999
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.2773320842715583,0.01130264017211091,-0.01765510948905108,0.020948453845554035,0.21246382938436048,0.003669615985266454
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,1.2433124817363972,0.004972535312766587,0.026733576642335763,0.0005267794426912344,0.5620491828643682,0.0016995392483450322
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,0.544838605620819,0.003982880038230486,0.04844890510948904,0.0023492762015929515,0.3285148931543146,0.0037444479007871503
hydro-531_basin_list.txt,06878000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,0.3411028022649007,0.0018363114328049143,0.059595498783454964,0.002758265989540339,0.2434949656933907,0.0019182636995338708
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,3.4606486186022596,,0.033576642335766474,,1.639643915754419,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,1.7322057200971892,,0.03886861313868609,,0.9626829580442386,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,1.1524681753485742,,0.028649635036496396,,0.7260992006796797,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,1.175266998201391,,-0.06253041362530413,,1.4874084394898464,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,0.7328128769196153,,-0.09160583941605835,,0.8925974266738133,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.5787481231265985,,-0.11155717761557174,,0.679278320533434,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,1.4518330095566971,,-0.16228710462287105,,1.755234873250516,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,0.9075329338184528,,-0.14361313868613143,,0.975620704841825,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,0.6771478327376419,,-0.18637469586374691,,0.7372727087127046,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,1.8646301265325569,,0.0013381995133819463,,1.4306735308442056,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,1.2154580900341345,,-0.002798053527980543,,0.8924321391508708,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,0.9033736692981709,,-0.0111922141119222,,0.678967364166772,
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,1.5560717249239304,0.1157285108438017,-0.003908150851581485,0.013079921657798053,0.9605850778114211,0.04641989699306571
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.9148415090774533,0.05209991870054934,-0.022871046228710473,0.009032385891069044,0.6700127060873374,0.018583960215734188
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.6607729861526377,0.041285539132379215,-0.034686739659367416,0.009818703441215264,0.5344796145415637,0.008173078429705632
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,2.9063821379185955,0.048431604212907056,0.03555352798053531,0.0003926382143357248,1.4900961962019812,0.017771472619625094
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,1.703440288108957,0.01987577421604096,0.05924574209245742,0.0014691176749988943,0.8807058240612176,0.005521647870716717
hydro-531_basin_list.txt,06879650_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,1.1799675460922965,0.007405701163522793,0.0699361313868613,0.002963053070899334,0.6564621405828207,0.006215367544971492
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,2.0718031044859084,,0.024452554744525526,,1.102088590009804,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,0.9159833421599836,,0.03886861313868609,,0.637317934361572,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,0.5236615408619825,,0.050243309002433095,,0.45378383911374903,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,1.000134817530784,,-0.03607055961070564,,0.9937396549173334,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,0.4996501180522343,,-0.04933090024330897,,0.5889525263232617,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.31791564918275006,,-0.05742092457420925,,0.43011193273999543,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,0.9608544394047591,,-0.07652068126520677,,1.0696220735678281,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,0.4933472119108604,,-0.08521897810218979,,0.5974732138286741,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,0.331867697936485,,-0.0963503649635036,,0.4402028088828372,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,1.2127970633643097,,-0.00018248175182482285,,0.960601591418436,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,0.5885273738789152,,0.004805352798053525,,0.578874938957588,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,0.35964877569907483,,0.004927007299270064,,0.4234514609390881,
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,0.8613421396236784,0.05945121563868451,0.00590024330900242,0.004592356712451767,0.613330307020211,0.03307177095377809
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.5059902630927644,0.06453272352043189,0.004349148418491489,0.014057325449667172,0.4194324931273279,0.011302137513383093
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.34858278159750056,0.013622979534795247,0.006067518248175197,0.007025371895441429,0.3254718922085408,0.004555738939789589
hydro-531_basin_list.txt,06885500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,2.020824142815568,0.03263294075388211,0.024224452554744494,0.00038269639270433316,1.0739601924403632,0.009867111669982602
